,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,2,,,3,,,4,,,5,,,6,,
,,,,,,BASE COST,,100%,SUBMISSION,, ANTARA ,,, TECHNOLGENT ,,, CHAN WAI ,,, BOND ,,, SGME ,,, DAGANG JATI ,,
ITEM,DESCRIPTION,,QTY, Rate , Total Amount , Rate , Total Amount ,, Rate , Total Amount , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.08,,Cold truck charger Point using 4 x 4mmsq +E Cu/PVC cable in GI conduit   c/w  isolator,40,  ,  ,  ,  ,,,, 550.00 ," 22,000.00 ",," 1,200.00 "," 48,000.00 ",, 960.00 ," 38,400.00 ",," 1,369.00 "," 54,760.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.09,,Fire Roller shutter Point using 4 x 4mmsq +E Cu/PVC cable in GI conduit   c/w  isolator,40,  ,  ,  ,  ,,,, 550.00 ," 22,000.00 ",," 1,200.00 "," 48,000.00 ",, 960.00 ," 38,400.00 ",," 1,369.00 "," 54,760.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.10,,Dock Leveller Point using 4 x 4mmsq +E Cu/PVC cable in UPVC conduit  c/w  isolator,40,  ,  ,  ,  ,,,, 450.00 ," 18,000.00 ",," 1,350.00 "," 54,000.00 ",, 960.00 ," 38,400.00 ",," 1,369.00 "," 54,760.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.11,,Barrier Gate Point using 4 x 2.5mmsq +E Cu/PVC cable in UPVC conduit  c/w  isolator,2,  ,  ,  ,  ,,,, 350.00 , 700.00 ,," 1,200.00 "," 2,400.00 ",, 680.00 ," 1,360.00 ",," 1,369.00 "," 2,738.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.12,,Mechanical  Panel  point using 2 x 4mmsq + E in  UPVC  conduit  c/w all necessary accessories.,Rate Only,  ,  ,  ,  ,,,, 450.00 , Rate Only ,," 1,600.00 ", Rate Only ,, 680.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.13,,Mechanical  Panel  point using 2 x 6mmsq + E in  UPVC  conduit  c/w all necessary accessories.,Rate Only,  ,  ,  ,  ,,,, 650.00 , Rate Only ,," 2,000.00 ", Rate Only ,, 880.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.14,,Mechanical  Panel  point using 4 x 4mmsq + E in  UPVC  conduit  c/w all necessary accessories.,Rate Only,  ,  ,  ,  ,,,, 450.00 , Rate Only ,," 2,000.00 ", Rate Only ,, 880.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.15,,Mechanical  Panel  point using 4 x 6mmsq + E in  UPVC  conduit  c/w all necessary accessories.,Rate Only,  ,  ,  ,  ,,,, 650.00 , Rate Only ,," 3,000.00 ", Rate Only ,, 980.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.16,,EV Charger Point using 4 x 10mmsq +E Cu/PVC cable in GI conduit c/w isolator,5,  ,  ,  ,  ,,,, 800.00 ," 4,000.00 ",," 3,600.00 "," 18,000.00 ",," 1,800.00 "," 9,000.00 ",," 1,369.00 "," 6,845.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.02.00,,"FINAL FITTING

Supply and install of the following light fittings complete with control gears, starters, iron core low loss ballasts, wiring, self packed batteries and all accessories :-",,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.02.01,,1 x 36w T8 LED Bare Batten,Rate Only,  ,  ,  ,  ,,,, 85.00 , Rate Only ,, 65.00 , Rate Only ,, 69.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.02,,2 x 36w T8 LED Bare Batten,1850,  ,  ,  ,  ,,,, 120.00 ," 222,000.00 ",, 90.00 ," 166,500.00 ",, 91.00 ," 168,350.00 ",, 60.00 ," 111,000.00 ",,,,,,,
15.02.03,,2 x 36w T8 LED Bare Batten Wall Mounted,210,  ,  ,  ,  ,,,, 85.00 ," 17,850.00 ",, 90.00 ," 18,900.00 ",, 91.00 ," 19,110.00 ",, 78.00 ," 16,380.00 ",,,,,,,
15.02.04,,2 x 36w T8 LED c/w Mirror Reflector,160,  ,  ,  ,  ,,,, 180.00 ," 28,800.00 ",, 120.00 ," 19,200.00 ",, 125.00 ," 20,000.00 ",, 322.00 ," 51,520.00 ",,,,,,,
15.02.05,,20W LED Downlight,2510,  ,  ,  ,  ,,,, 120.00 ," 301,200.00 ",, 65.00 ," 163,150.00 ",, 76.00 ," 190,760.00 ",, 59.00 ," 148,090.00 ",,,,,,,
15.02.06,,250W LED Highbay,1050,  ,  ,  ,  ,,,, 780.00 ," 819,000.00 ",, 650.00 ," 682,500.00 ",, 548.00 ," 575,400.00 ",, 345.00 ," 362,250.00 ",,,,,,,
15.02.07,,200W LED Highbay,Rate Only,  ,  ,  ,  ,,,, 780.00 , Rate Only ,, 550.00 , Rate Only ,, 543.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.08,,150W LED Highbay,Rate Only,  ,  ,  ,  ,,,, 680.00 , Rate Only ,, 525.00 , Rate Only ,, 433.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.09,,100W LED Highbay,Rate Only,  ,  ,  ,  ,,,, 580.00 , Rate Only ,, 500.00 , Rate Only ,, 411.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.10,,Recessed Ramp Light,150,  ,  ,  ,  ,,,, 350.00 ," 52,500.00 ",, 310.00 ," 46,500.00 ",, 302.00 ," 45,300.00 ",, 207.00 ," 31,050.00 ",,,,,,,
15.02.11,,35W Recessed Plaster LED Panel,Rate Only,  ,  ,  ,  ,,,, 190.00 , Rate Only ,, 240.00 , Rate Only ,, 161.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.12,,100W Foodlight,Rate Only,  ,  ,  ,  ,,,," 1,100.00 ", Rate Only ,, 450.00 , Rate Only ,, 458.00 , Rate Only ,,, Rate Only ,,,,,,,
15.02.13,,100W Floodlight on 6M Pole,Rate Only,  ,  ,  ,  ,,,, 900.00 , Rate Only ,," 2,800.00 ", Rate Only ,," 1,350.00 ", Rate Only ,,, Rate Only ,,,,,,,
15.02.14,,50W Tree Uplighter,10,  ,  ,  ,  ,,,, 350.00 ," 3,500.00 ",, 550.00 ," 5,500.00 ",, 330.00 ," 3,300.00 ",, 610.00 ," 6,100.00 ",,,,,,,
15.02.15,,LED Emergency Light,235,  ,  ,  ,  ,,,, 110.00 ," 25,850.00 ",, 90.00 ," 21,150.00 ",, 107.00 ," 25,145.00 ",, 64.00 ," 15,040.00 ",,,,,,,
15.02.16,,Twin LED Emergency Light,170,  ,  ,  ,  ,,,, 250.00 ," 42,500.00 ",, 215.00 ," 36,550.00 ",, 305.00 ," 51,850.00 ",, 196.00 ," 33,320.00 ",,,,,,,
15.02.17,,LED Keluar Sign,135,  ,  ,  ,  ,,,, 160.00 ," 21,600.00 ",, 135.00 ," 18,225.00 ",, 171.00 ," 23,085.00 ",, 160.00 ," 21,600.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,"Total 15.00.00 To Be Carried Forward
To Summary of Tender Prices",,, -   ,," 824,650.00 ",,, -   ,," 3,855,000.00 ",,," 3,215,575.00 ",,," 3,455,460.00 ",,," 4,425,053.00 ",,, -   ,,, -   ,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.00.00,,EXTERNAL INFRASTRUCTURE WORKS,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.01.00,,Cable Ducts from TNB SSU to HT Consumer ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.01.01,,To  supply and  install  6'  X6'  precast  electrical  manhole  c/w  heavy duty cover.,Rate Only,  ,  ,  ,  ,,,," 7,500.00 ", Rate Only ,," 4,500.00 ", Rate Only ,," 6,800.00 ", Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.01.02,,To supply and install 1 layer 3 nos 100mm HDPE PN10 pipe and 3 layer 3 nos 150mm HDPE PN10 pipe. (From Consumer HT Building to Internal),50,  ,  ,  ,  ,,,," 1,320.00 "," 66,000.00 ",, 990.00 ," 49,500.00 ",, 960.00 ," 48,000.00 ",," 1,088.00 "," 54,400.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.02.00,,Cable Ducts from Consumer HT Building to Internal,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.02.01,,To  supply and  install  6'  X6'  precast  electrical  manhole  c/w  heavy duty cover.,3,  ,  ,  ,  ,,,," 7,500.00 "," 22,500.00 ",," 6,500.00 "," 19,500.00 ",," 6,800.00 "," 20,400.00 ",," 9,200.00 "," 27,600.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.02.02,,To supply and install 1 layer 3 nos 100mm HDPE PN10 pipe and 3 layer 3 nos 150mm HDPE PN10 pipe. (From Consumer HT Building to Internal),200,  ,  ,  ,  ,,,," 1,320.00 "," 264,000.00 ",, 990.00 ," 198,000.00 ",, 960.00 ," 192,000.00 ",, 575.00 ," 115,000.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.02.03,,Supply and install 800mm x 800mm electrical pit,2,  ,  ,  ,  ,,,," 1,000.00 "," 2,000.00 ",," 4,200.00 "," 8,400.00 ",," 1,600.00 "," 3,200.00 ",," 3,450.00 "," 6,900.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.00,,Internal Compound Lighting,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.01,,"Supply and install of 10 meter HDG & Powder Coating Lighting Pole with loop in-loop-out junction box c/w Single Arm  & 1 x 120W LED Lantern , junction box surge protector device 20ka and necessary accessories.",40,  ,  ,  ,  ,,,," 2,986.00 "," 119,440.00 ",," 5,250.00 "," 210,000.00 ",," 3,285.00 "," 131,400.00 ",," 14,318.00 "," 572,720.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.02,,"Supply and install of 10 meter HDG & Powder Coating Lighting Pole double arm with loop in-loop-out junction box c/w Double Arm  & 2 x 120W LED Lantern, junction box surge protector device 20ka and necessary accessories.",5,  ,  ,  ,  ,,,," 4,109.00 "," 20,545.00 ",," 7,500.00 "," 37,500.00 ",," 4,920.00 "," 24,600.00 ",," 14,318.00 "," 71,590.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.03,,Supply and install of Compound Lighting Flange Mounted precast concrete base c/w J-Bolts & Nuts.,45,  ,  ,  ,  ,,,, 550.00 ," 24,750.00 ",, 350.00 ," 15,750.00 ",, 425.00 ," 19,125.00 ",," 9,143.00 "," 411,435.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.04,,Supply and install of 100A TPN Floor Standing Compound Lighting Feeder Pillar (FP-CL-1 and FP-CL-2) c/w concrete plinth and necessary accessories for the complete function of the system,2,  ,  ,  ,  ,,,," 4,096.00 "," 8,192.00 ",," 5,000.00 "," 10,000.00 ",," 12,800.00 "," 25,600.00 ",," 5,578.00 "," 11,156.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.05,,"Supply and install of 4C 50mm≤ AL PVC/SWA/PVC underground cable from ESSB-LANDLORD to Compound Lighting Feeder Pillar (FP-CL-1)                        
Approximate length: ",50,  ,  ,  ,  ,,,, 40.00 ," 2,000.00 ",, 110.00 ," 5,500.00 ",, 75.00 ," 3,750.00 ",, 154.00 ," 7,700.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.06,,"Supply and install of 4C 50mm≤ AL PVC/SWA/PVC underground cable from EMSB-LANDLORD to Compound Lighting Feeder Pillar (FP-CL-2)                          
Approximate length: ",110,  ,  ,  ,  ,,,, 40.00 ," 4,400.00 ",, 110.00 ," 12,100.00 ",, 75.00 ," 8,250.00 ",, 154.00 ," 16,940.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.07,,"Supply, excavate & lay of 4C 25mm & 16mm≤ PVC/SWA/PVC underground cable from Compound Light Feeder Pillar to serve compound lighting point for the above item run in HDPE pipe.                             Approximate length:",1000,  ,  ,  ,  ,,,, 100.00 ," 100,000.00 ",, 110.00 ," 110,000.00 ",, 96.00 ," 96,000.00 ",, 155.00 ," 155,000.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.08,,Supply and install of 100mmÿ G.I pipe for road crossing.                                                                                Approximate length: ,Rate Only,  ,  ,  ,  ,,,, 180.00 , Rate Only ,,, Rate Only ,, 170.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.09,,To supply and install earthing system for outdoor Feeder Pillar.,1,  ,  ,  ,  ,,,," 3,000.00 "," 3,000.00 ",," 2,000.00 "," 2,000.00 ",," 8,000.00 "," 8,000.00 ",, 575.00 , 575.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
16.03.10,,Testing & commissioning,1,  ,  ,  ,  ,,,," 5,000.00 "," 5,000.00 ",," 5,000.00 "," 5,000.00 ",," 10,000.00 "," 10,000.00 ",," 11,500.00 "," 11,500.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,"Total 16.00.00 To Be Carried Forward
To Summary of Tender Prices",,, -   ,, -   ,,, -   ,," 641,827.00 ",,," 683,250.00 ",,," 590,325.00 ",,," 1,462,516.00 ",,, -   ,,, -   ,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.00.00,,ï  SERVER ROOM,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.01.00,,"To supply, deliver and install distribution board :",,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.01.01,,EDB-SVR1-RACK-1,Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
17.01.02,,EDB-SVR1-RACK-2,Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
17.01.03,,EDB-SVR2,Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.02.00,,To supply and install 4 x 25mm≤ XLPE/PVC Cu cable + E in trunking / tray :,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.02.01,,40kVA UPS from EDB-SVR1-RACK-1,10,  ,  ,  ,  ,,,, 140.00 ," 1,400.00 ",, 135.00 ," 1,350.00 ",, 102.00 ," 1,020.00 ",, 155.00 ," 1,550.00 ",,,,,,,
17.02.02,,40kVA UPS from EDB-SVR1-RACK-2,10,  ,  ,  ,  ,,,, 140.00 ," 1,400.00 ",, 135.00 ," 1,350.00 ",, 102.00 ," 1,020.00 ",, 155.00 ," 1,550.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.03.00,,Supply and install point and fitting by using 2 x 1.5mm≤ PVC cable + E in uPVC conduit.,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.03.01,,LED emergency light,2,  ,  ,  ,  ,,,, 200.00 , 400.00 ,, 120.00 , 240.00 ,, 250.00 , 500.00 ,," 1,369.00 "," 2,738.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.04.00,,Supply and install point and fitting by using 2 x 2.5mm≤ PVC cable + E in uPVC conduit.,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.04.01,,13A SSO metal clad type (15U equipment rack).,12,  ,  ,  ,  ,,,, 350.00 ," 4,200.00 ",, 180.00 ," 2,160.00 ",, 220.00 ," 2,640.00 ",, 541.00 ," 6,492.00 ",,,,,,,
17.04.02,,13A SSO metal clad type (water leak).,1,  ,  ,  ,  ,,,, 350.00 , 350.00 ,, 300.00 , 300.00 ,, 220.00 , 220.00 ,, 541.00 , 541.00 ,,,,,,,
17.04.03,,13A SSO metal clad type (BMS).,1,  ,  ,  ,  ,,,, 350.00 , 350.00 ,, 300.00 , 300.00 ,, 220.00 , 220.00 ,, 541.00 , 541.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.05.00,,Supply and install point and fitting by using 2 x 6mm≤ PVC cable + E in uPVC conduit.,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.05.01,,20kVA UPS,1,  ,  ,  ,  ,,,," 90,000.00 "," 90,000.00 ",," 1,200.00 "," 1,200.00 ",, 280.00 , 280.00 ,," 52,325.00 "," 52,325.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.06.00,,Supply and install point and fitting by using 2 x 4mm≤ PVC cable + E in uPVC conduit.,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.06.01,,32A commando socket.,14,  ,  ,  ,  ,,,, 450.00 ," 6,300.00 ",," 1,200.00 "," 16,800.00 ",, 420.00 ," 5,880.00 ",," 1,369.00 "," 19,166.00 ",,,,,,,
17.06.02,,AC point + switch socket.,2,  ,  ,  ,  ,,,, 450.00 , 900.00 ,, 300.00 , 600.00 ,, 420.00 , 840.00 ,," 1,254.00 "," 2,508.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
17.07.00,,"CP-CRAC
4 x 1C 25mm≤ CU XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 140.00 ," 1,400.00 ",, 135.00 ," 1,350.00 ",, 107.00 ," 1,070.00 ",," 3,515.00 "," 35,150.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,"Total 17.00.00 To Be Carried Forward
To Summary of Tender Prices",,, -   ,, -   ,,, -   ,," 106,700.00 ",,," 25,650.00 ",,," 13,690.00 ",,," 122,561.00 ",,, -   ,,, -   ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
